Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Variety.Simplified,Bag.Weight.Kg
ROLLING ROASTERS,Brazil,Alta Mogiana Mineira,1,10 kg,Coffee Quality Union,2023,2024-05-06,Pau Brasil,Aerobic Fermentation,7.58,7.67,7.67,7.58,7.83,7.75,10.0,10.0,10.0,7.67,83.75,0.11,0,2.0,green,0,1100.0,1100.0,1100.0,Other,10.0
Evelin Isabel Hernández Paxtor,Guatemala,Santa Rosa,600,30 kg,Asociacion Nacional Del Café,2025,2025-04-23,Catuai,Washed,7.67,7.75,7.5,7.83,7.67,7.67,10.0,10.0,10.0,7.67,83.75,0.1,0,1.0,green,12,1500.0,1500.0,1500.0,Hybrid,30.0
Chawasit Tengtrairatana,Thailand,"Phuka, Bokluea, Nan, Thailand",1,30 kg,Specialty Coffee Institute of Thailand,2024,2024-10-29,Bourbon,Honey,7.58,7.75,7.58,7.83,7.75,7.58,10.0,10.0,10.0,7.67,83.75,0.1,0,0.0,green-yellow,1,1000.0,1400.0,1200.0,Foundational/Mutation,30.0
Arinchai Mungkoi,Thailand,"Omkoi ,Chiang Mai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Mixed: unknown variety,Honey,7.67,7.92,7.58,7.75,7.75,7.42,10.0,10.0,10.0,7.67,83.75,0.1,0,0.0,green,2,1250.0,1250.0,1250.0,Mixed,25.0
Chaloemwong Yapangkoo,Thailand,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,"Bourbon, Catimor",Washed,7.67,7.75,7.83,7.58,7.58,7.75,10.0,10.0,10.0,7.58,83.75,0.09,0,0.0,green,4,1350.0,1350.0,1350.0,Other,25.0
Chatpong Likitwattanaset,Thailand,Chaing Rai,350,40 kg,Specialty Coffee Institute of Thailand,2024,2024-11-07,Catimor,Washed,7.92,7.67,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.67,0.1,0,0.0,green,0,1100.0,1100.0,1100.0,Hybrid,40.0
Eric Gatheca Gitau,Kenya,MT KENYA,320,60 kg,Kenya Coffee Traders Association,2024,2024-12-12,SL28,Washed,8.0,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.67,0.11,0,0.0,green,5,1800.0,2100.0,1950.0,SL-Selection,60.0
Eric Gatheca Gitau,Kenya,MT KENYA,960,60 kg,Kenya Coffee Traders Association,2024,2024-12-12,SL28,Washed,8.0,7.67,7.42,7.5,7.67,7.67,10.0,10.0,10.0,7.75,83.67,0.11,0,0.0,green,5,1800.0,2100.0,1950.0,SL-Selection,60.0
lơ mu ha khim,Vietnam,"Lạc Dương, Lâm Đồng",67,60 kg,HQJ Coffee School,2024,2024-07-12,Catimor,Washed,7.58,7.83,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.83,83.67,0.11,0,0.0,green,3,1600.0,1600.0,1600.0,Hybrid,60.0
Karoon Khamsawat,Thailand,"Mae Uo Kor, Khun Yuam, Mae Hong Son",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Catimor,Washed,7.75,7.83,7.75,7.58,7.92,7.67,9.33,10.0,10.0,7.75,83.58,0.12,0,0.0,green,3,1200.0,1200.0,1200.0,Hybrid,25.0
Đinh Tiên Bảo San,Vietnam,"Thôn 2, Quảng Tín, Đăk Rlap, Đăk Nông",33,60 kg,HQJ Coffee School,2024,2024-07-12,Catimor,Washed,7.58,7.58,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,green,0,1500.0,1500.0,1500.0,Hybrid,60.0
Bongkotsasada Chaiphrom,Thailand,"Omkoi, Omkoi, Chiang Mai",3,20 kg,Coffee Quality Institute,2024,2024-09-19,Catimor,Natural,7.67,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.58,83.58,0.09,0,0.0,green,2,1200.0,1200.0,1200.0,Hybrid,20.0
NGUYEN VAN HOA,Vietnam,LAM DONG,334,30 kg,STONE VILLAGE LAB VIETNAM,2024,2024-11-08,Catimor,Washed,7.83,7.92,7.58,7.67,7.42,7.58,10.0,10.0,10.0,7.58,83.58,0.12,0,0.0,green,0,1600.0,1600.0,1600.0,Hybrid,30.0
Jarun Panyaperm,Thailand,"Mae Taeng, Chiang Mai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,"Mixed: Typica, Bourbon, Catimor",Honey,7.5,7.67,7.58,7.67,7.83,7.67,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,green,4,900.0,900.0,900.0,Mixed,25.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"台南市東山區 Dongshan Dist., Tainan City",1,5 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-07-22,Gesha,Honey,7.75,7.75,7.75,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,green-yellow,0,650.0,650.0,650.0,Geisha,5.0
Suntareeporn Noitha,Thailand,"Doi Saket,Chiang Mai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Catimor,Honey,7.92,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.1,0,0.0,green-yellow,2,1250.0,1250.0,1250.0,Hybrid,25.0
Balam Hinyula,Tanzania,Kilimanjaro,320,60 kg,Kenya Coffee Traders Association,2025,2025-04-01,Bourbon,Washed,7.67,7.58,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.67,83.58,0.12,0,0.0,green,24,1500.0,1500.0,1500.0,Foundational/Mutation,60.0
Karnsinee Srisaksiri,Thailand,"Thep Sadet, Doi Saket, Chiang Mai",3,20 kg,Coffee Quality Institute,2024,2024-09-19,Catimor,Natural,7.42,7.75,7.67,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.5,0.1,0,0.0,yellow,3,1200.0,1200.0,1200.0,Hybrid,20.0
Ikuto Uehara,Ethiopia,Ethiopia Sidamo,300,60 kg,Coffee Quality Union,2023,2024-05-06,Ethiopian Heirlooms,Natural,7.67,7.75,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.67,83.5,0.11,0,1.0,green,0,2200.0,2200.0,2200.0,Ethiopian Heirloom,60.0
satrea amambi,Indonesia,kamojang,83,60 kg,5758 Coffee Lab,2024,2024-07-22,mix,Washed,7.58,7.75,7.42,7.67,7.75,7.58,10.0,10.0,10.0,7.75,83.5,0.12,0,0.0,green-yellow,0,1500.0,1500.0,1500.0,Mixed,60.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Ulu Pungkut,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Washed,7.75,7.75,7.42,7.75,7.83,7.83,9.33,10.0,10.0,7.83,83.5,0.14,0,1.0,green,4,1275.0,1275.0,1275.0,Specialty Regional,2.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Aek Sabaon,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Washed,7.58,7.58,7.83,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.13,0,3.0,green,0,1000.0,1000.0,1000.0,Specialty Regional,2.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"苗栗縣泰安鄉 Tai'an Township, Miaoli County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Yellow Bourbon,Natural,7.75,7.75,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.67,83.5,0.1,0,0.0,green,0,1040.0,1040.0,1040.0,Foundational/Mutation,8.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,pollung Humbang Hasundutan,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra Lintong,Washed,7.58,7.75,7.67,7.58,7.67,7.5,10.0,10.0,10.0,7.75,83.5,0.13,0,4.0,green,6,1425.0,1425.0,1425.0,Specialty Regional,2.0
BECAMO SA,Honduras,Copan,550,69 kg,Instituto Hondureño del Café,2025,2025-02-14,SHG,Washed,7.75,7.67,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.67,83.42,0.11,0,2.0,green,5,1200.0,1200.0,1200.0,Other,69.0
Sucafina Colombia SAS,Colombia,Huila,250,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024,2024-07-08,Other,Washed,7.75,7.75,7.5,7.75,7.58,7.58,10.0,10.0,10.0,7.5,83.42,0.11,0,2.0,green,4,1700.0,1700.0,1700.0,Other,70.0
Doi Tung Development Project,Thailand,North of Thailand,2,1 kg,FABB Academy of Coffee,2024,2024-06-26,Catimor,Washed,7.58,7.67,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.1,0,0.0,green,0,800.0,1200.0,1000.0,Hybrid,1.0
Kittikhun Changkhian,Thailand,Chiang Rai,2,25 kg,Coffee Quality Institute,2024,2024-09-19,Mix Variety,Honey,7.42,7.58,7.75,7.75,7.67,7.5,10.0,10.0,10.0,7.67,83.33,0.09,0,0.0,green,1,1600.0,1600.0,1600.0,Mixed,25.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"台中市新社區 Xinshe Dist., Taichung City",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,SL34,Natural,7.58,7.58,7.58,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.1,0,0.0,green,0,580.0,580.0,580.0,SL-Selection,8.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Saipar Dolok Hole,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Washed,7.67,7.75,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,7.0,green,5,1200.0,1200.0,1200.0,Specialty Regional,2.0
ANDREAS KUSSMAUL,Mexico,La Concordia,600,18000 kg,Centro Agroecológico del Café A.C.,2024,2024-07-02,Typica,Washed,8.0,7.5,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.33,0.11,1,1.0,green,13,985.0,985.0,985.0,Foundational/Mutation,18000.0
Chartchai Saetao,Thailand,"Thung Chang, Thung Chang, Nan",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Java,Washed,7.83,7.67,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,green,0,1350.0,1350.0,1350.0,Foundational/Mutation,25.0
Suwan Woeiyueku,Thailand,"Huai Chomphu, Mueang Chiang Rai, Chiang Rai",3,20 kg,Coffee Quality Institute,2024,2024-09-19,Catimor,Natural,7.75,7.67,7.67,7.5,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.09,0,0.0,green,3,1200.0,1200.0,1200.0,Hybrid,20.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"屏東縣泰武鄉 Taiwu Township, Pingtung County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,Typica,Natural,7.58,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,green-yellow,0,850.0,950.0,900.0,Foundational/Mutation,8.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"嘉義縣梅山鄉 Meishan Township, Chiayi County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Bourbon,Natural,7.58,7.58,7.5,7.75,7.58,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,green-yellow,0,750.0,750.0,750.0,Foundational/Mutation,8.0
Kopi Ketakasi,Indonesia,east java,40,50 kg,5758 Coffee Lab,2024,2024-07-16,USDA 762 & Kartika2,Natural,7.75,7.67,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.25,0.11,7,0.0,brown,1,1500.0,1500.0,1500.0,Mixed,50.0
Cholticha Rungrotprachachuen,Thailand,"Omkoi, Chiang Mai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Other: unknown variety,Honey,7.58,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.25,0.11,0,0.0,green,0,1250.0,1250.0,1250.0,Other,25.0
ROLLING ROASTERS,Brazil,Alta Mogiana Mineira,1,10 kg,Coffee Quality Union,2023,2024-05-06,Aranãs,Aerobic Fermentation,7.67,7.58,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.1,0,1.0,green,4,1100.0,1100.0,1100.0,Other,10.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Aek Sabaon,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Natural,7.67,7.83,7.5,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,0,0.0,green,0,1000.0,1000.0,1000.0,Specialty Regional,2.0
Prachawat Thamngam,Thailand,"Mae Chedi Mai, Wiang Pa Pao, Chiang Rai",3,20 kg,Coffee Quality Institute,2024,2024-09-19,"Mixed: Typica, Bourbon, Catimor",Natural,7.5,7.58,7.67,7.58,7.75,7.58,10.0,10.0,10.0,7.5,83.17,0.09,0,0.0,green,4,1200.0,1200.0,1200.0,Mixed,20.0
Jack Wang 王人傑,Taiwan,Taiwan Chia-Yi,1,200 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,2024-05-24,Gesha,Anaerobic Fermentation,7.58,7.75,7.42,7.58,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.1,0,0.0,green,1,1000.0,1000.0,1000.0,Geisha,200.0
Thuantong Homdok,Thailand,"Thung Chang, Thung Chang, Nan",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Java,Washed,7.58,7.75,7.5,7.67,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0.0,green,0,1550.0,1550.0,1550.0,Foundational/Mutation,25.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Ethiopia,Yirgacheffe Gedio,320,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-11-27,"Kumie, Diga & Wilsho",Natural,7.67,7.67,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.58,83.0,0.1,0,0.0,yellow,0,1937.0,1950.0,1943.5,Other,60.0
Tanawat Pattaranupan,Thailand,Doisaket,2,1 kg,Specialty Coffee Institute of Thailand,2024,2024-07-22,Catuai,Washed,7.58,7.58,7.5,7.67,7.58,7.58,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,green-yellow,2,1300.0,1400.0,1350.0,Hybrid,1.0
Raúl Vargas,Colombia,Huila,770,25 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024,2024-11-08,Caturra,Washed,7.75,7.5,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.42,83.0,0.11,0,2.0,green,4,1800.0,1800.0,1800.0,Foundational/Mutation,25.0
Anan Mungmueang,Thailand,"Thep Sadet, Doi Saket, Chiang Mai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Typica,Washed,7.58,7.67,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.67,83.0,0.1,0,0.0,green-yellow,5,1450.0,1450.0,1450.0,Foundational/Mutation,25.0
Wuthichai Basa,Thailand,"Mueang Chiang Rai, Chiang Rai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Java,Honey,7.67,7.58,7.42,7.67,7.58,7.58,10.0,10.0,10.0,7.5,83.0,0.1,0,0.0,green,2,1300.0,1300.0,1300.0,Foundational/Mutation,25.0
Awori Patricia,Uganda,Mbale,320,60 kg,"Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)",2025,2025-04-17,SL14,Washed,7.75,7.67,7.5,7.33,7.58,7.58,10.0,10.0,10.0,7.5,82.92,0.12,0,0.0,green,5,1700.0,1700.0,1700.0,SL-Selection,60.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"嘉義縣梅山鄉 Meishan Township, Chiayi County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,"50%Geisha,50%Bourbon",Natural,7.75,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.92,0.1,0,0.0,green,0,1100.0,1100.0,1100.0,Other,8.0
靜心恬咖啡農莊,Taiwan,桃園市復興區大利段1063號,2,80 kg,Blossom Valley International宸嶧國際,2023,2024-05-06,Typica,Natural,7.83,7.67,7.58,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.92,0.12,0,0.0,green-yellow,3,900.0,900.0,900.0,Foundational/Mutation,80.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"台中市新社區 Xinshe Dist., Taichung City",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Arabica,Honey,7.58,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.67,82.83,0.11,0,0.0,green,4,520.0,520.0,520.0,Other,8.0
Sawek zhouphonanan,Thailand,ashia,1,20 kg,Specialty Coffee Institute of Thailand,2020,2024-11-07,Gesha,Natural,7.67,7.67,7.42,7.42,7.58,7.5,10.0,10.0,10.0,7.58,82.83,0.11,0,0.0,green,0,1200.0,1300.0,1250.0,Geisha,20.0
Kawacom Uganda LTD,Uganda,Mt Elgon,300,60 kg,"Ministry of Agriculture, Animal Industry, and Fisheries (MAAIF)",2024,2024-07-26,SL14,Washed,7.75,7.58,7.25,7.42,7.67,7.58,10.0,10.0,10.0,7.58,82.83,0.12,0,0.0,green,1,1400.0,1900.0,1650.0,SL-Selection,60.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Saipar Dolok Hole,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Natural,7.75,7.58,7.33,7.58,7.67,7.25,10.0,10.0,10.0,7.58,82.75,0.12,3,1.0,yellow,5,1250.0,1250.0,1250.0,Specialty Regional,2.0
ANDREAS KUSSMAUL,Mexico,La Concordia,600,18000 kg,Centro Agroecológico del Café A.C.,2024,2024-04-26,Typica,Washed,7.5,7.58,7.42,7.5,7.67,7.5,10.0,10.0,10.0,7.58,82.75,0.12,0,0.0,green,6,985.0,985.0,985.0,Foundational/Mutation,18000.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Saipar Dolok Hole,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Washed,7.5,7.5,7.42,7.67,7.58,7.58,10.0,10.0,10.0,7.5,82.75,0.12,0,2.0,green,5,1100.0,1100.0,1100.0,Specialty Regional,2.0
KINGCAR,Guatemala,Jalapa,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-01-02,Caturra,Washed,7.67,7.58,7.58,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.75,0.11,0,0.0,yellow,0,1600.0,1600.0,1600.0,Foundational/Mutation,69.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"嘉義縣梅山鄉 Meishan Township, Chiayi County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Bourbon,Honey,7.58,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.75,0.1,0,0.0,green-yellow,0,1100.0,1100.0,1100.0,Foundational/Mutation,8.0
Natthawoot Wootthithampanya,Thailand,North,2,10 kg,Specialty Coffee Institute of Thailand,2024,2024-11-07,Catimor,Natural,7.58,7.5,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.75,0.1,0,0.0,yellow,1,1400.0,1400.0,1400.0,Hybrid,10.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"花蓮縣瑞穗鄉 Ruisui Township, Hualien County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Caturra,Honey,7.67,7.58,7.58,7.67,7.58,7.58,9.33,10.0,10.0,7.67,82.67,0.1,0,0.0,yellow,1,220.0,220.0,220.0,Foundational/Mutation,8.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"新竹縣新埔鎮 Xinpu Township, Hsinchu County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2024-10-29,SL34,Natural,7.58,7.58,7.5,7.5,7.42,7.58,10.0,10.0,10.0,7.5,82.67,0.1,0,1.0,green-yellow,0,210.0,210.0,210.0,SL-Selection,8.0
Camilo Mosquera,Colombia,Antioquia,275,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2024,2024-05-30,Castillo,Washed,7.67,7.42,7.25,7.5,7.83,7.58,10.0,10.0,10.0,7.42,82.67,0.1,3,2.0,green-yellow,7,1100.0,1800.0,1450.0,Other,70.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"屏東縣泰武鄉 Taiwu Township, Pingtung County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Typica,Natural,7.5,7.67,7.58,7.58,7.25,7.58,10.0,10.0,10.0,7.5,82.67,0.12,0,0.0,green,0,1100.0,1100.0,1100.0,Foundational/Mutation,8.0
Rockbern Coffee Group Ltd,Kenya,KIRINYAGA,59,60 kg,Kenya Coffee Traders Association,2025,2025-03-25,SL28,Washed,8.0,8.0,8.0,8.0,7.92,8.0,10.0,10.0,6.67,8.08,82.67,0.11,0,0.0,green,3,1620.0,1620.0,1620.0,SL-Selection,60.0
Ikuto Uehara,Colombia,Antioquia,275,70 kg,Coffee Quality Union,2024,2025-02-07,Caturra,Washed,7.67,7.58,7.5,7.58,7.33,7.5,10.0,10.0,10.0,7.5,82.67,0.12,0,1.0,green,2,1800.0,1800.0,1800.0,Foundational/Mutation,70.0
Thomas Pangaribuan,Indonesia,"Pulu - Pulu, Toraja Utara",3,50 kg,5758 Coffee Lab,2024,2025-02-05,Typica,Washed,7.5,7.58,7.58,7.42,7.58,7.42,10.0,10.0,10.0,7.58,82.67,0.12,0,3.0,green,3,1900.0,2100.0,2000.0,Foundational/Mutation,50.0
Yukinobu Ueda,Nicaragua,Departamento de Nueva Segovia,300,30 kg,Coffee Quality Union,2024,2025-03-07,Bourbon,Washed,7.58,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.67,0.11,0,0.0,green,1,1800.0,1800.0,1800.0,Foundational/Mutation,30.0
Mr. Suwit Khandhawit,Thailand,North of Thailand,75,40 kg,FABB Academy of Coffee,2023,2024-06-07,Catimor,Washed,7.5,7.58,7.33,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.11,0,0.0,green,2,1400.0,1400.0,1400.0,Hybrid,40.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"花蓮縣玉里鎮 Sanmin, Yuli Township, Hualien County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Yellow Bourbon,Washed,7.42,7.58,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.58,82.58,0.1,0,0.0,green,0,400.0,400.0,400.0,Foundational/Mutation,8.0
Laurence Aeberhard,Costa Rica,Palmares - Alajuela,1,1 kg,Specialty Coffee Association of Costa Rica,2025,2025-02-20,Caturra,Honey,7.58,7.58,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.1,0,9.0,yellow,1,1220.0,1220.0,1220.0,Foundational/Mutation,1.0
Jarun Panyaperm,Thailand,"Pa Pae, Mae Taeng, Chiang Mai",2,25 kg,Coffee Quality Institute,2024,2024-09-19,Mixed: unknown variety,Washed,7.67,7.58,7.42,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.58,0.1,0,0.0,green,1,900.0,900.0,900.0,Mixed,25.0
Ben Hu,Ethiopia,Yirgacheffe Kochere,320,60 kg,Kim Kiljin Coffee Lab,2024,2024-11-25,Ethiopian Yirgacheffe,Washed,7.58,7.5,7.58,7.42,7.5,7.5,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,green,0,1850.0,1850.0,1850.0,Other,60.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"屏東縣泰武鄉 Taiwu Township, Pingtung County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Typica,Honey,7.58,7.58,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.58,0.12,0,0.0,green,0,450.0,450.0,450.0,Foundational/Mutation,8.0
FAHMUL HIDAYAT HASIBUAN,Indonesia,Ulu Pungkut,1,2 kg,5758 Coffee Lab,2024,2024-12-27,Sumatra,Other,7.75,7.67,7.5,7.58,7.58,7.5,9.33,10.0,10.0,7.58,82.5,0.12,0,1.0,green,0,1275.0,1275.0,1275.0,Specialty Regional,2.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"新竹縣關西鎮 Guanxi Township, Hsinchu County",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Typica,Washed,7.58,7.58,7.5,7.42,7.42,7.42,10.0,10.0,10.0,7.58,82.5,0.12,0,0.0,green,1,400.0,400.0,400.0,Foundational/Mutation,8.0
KINGCAR,Guatemala,Santa Rosa,275,69 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2024,2025-01-02,Caturra/Catuai,Washed,7.5,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,green-yellow,0,1300.0,1300.0,1300.0,Mixed,69.0
Carlos Roberto Guillen Castro,El Salvador,Apaneca - Ilamatepec,121,30 kg,Instituto Salvadoreño del Café,2024,2024-06-07,Bourbon,Washed,7.5,7.5,7.33,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,green,4,1800.0,1800.0,1800.0,Foundational/Mutation,30.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Papua New Guinea,PNG Eastern Highlands Province,300,60 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-11-27,Typica,Washed,7.42,7.58,7.5,7.58,7.42,7.42,10.0,10.0,10.0,7.58,82.5,0.11,2,0.0,green,12,1800.0,1800.0,1800.0,Foundational/Mutation,60.0
Rico Koller,Guatemala,Antigua/Jocotenango,1,2 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,2024-07-25,Bourbon,Washed,7.5,7.67,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.42,82.42,0.11,2,2.0,green,19,1800.0,1800.0,1800.0,Foundational/Mutation,2.0
"Ho Phuong Co.,LTD",Vietnam,Cau Dat - Da Lat - Lam Dong,34,60 kg,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),2024,2024-08-16,Catimor,Natural,7.75,7.5,7.5,7.5,7.25,7.42,10.0,10.0,10.0,7.5,82.42,0.12,0,0.0,green-yellow,2,1500.0,1500.0,1500.0,Hybrid,60.0
Aank Ariwindi,Indonesia,Aceh Tengah,2,50 kg,5758 Coffee Lab,2020,2024-07-23,Catimor,Honey,7.33,7.58,7.33,7.58,7.42,7.58,10.0,10.0,10.0,7.58,82.42,0.12,0,3.0,green,2,1500.0,1500.0,1500.0,Hybrid,50.0
Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,"高雄市桃源區 Taoyuan Dist., Kaohsiung City",1,8 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2023,2024-10-29,Typica,Natural,7.67,7.58,7.42,7.42,7.25,7.5,10.0,10.0,10.0,7.5,82.33,0.1,0,0.0,green,0,1100.0,1100.0,1100.0,Foundational/Mutation,8.0
